단어,발음,주요뜻,메모,암기여부,저장날짜
bucolic,bjuːkάlik,목가적인|목가|전원시,,미암기,2012-12-11 03:17:56
budge,bʌdʒ,어린 양의 모피|움직이기 시작하다|바꾸다,,미암기,2012-12-11 03:17:56
buffer,bΛfər,완충기|완충 기억 장치|완화하다,,미암기,2012-12-11 03:17:56
buffoon,bəfúːn,어릿광대|익살부리다|…을 농으로 받아넘기다,,미암기,2012-12-11 03:17:56
bully,búli,괴롭히다|폭력|따돌림|왕따|불량배,,미암기,2012-12-11 03:17:56
bumptious,bΛmpʃəs,거만한|오만한,,미암기,2012-12-11 03:17:56
buoyant,bɔ́iənt,부양성 있는|쾌활한|부력 있는,,미암기,2012-12-11 03:17:56
burgeon,bə́ːrdʒən,싹트다|싹|새싹,,미암기,2012-12-11 03:17:56
burlesque,bəːrlésk,희화화하다|풍자적 희극|…을 익살스럽게 연기하다,,미암기,2012-12-11 03:17:56
burnish,bə́ːrniʃ,…을 닦다|광택|갈다,,미암기,2012-12-11 03:17:56
busybody,,참견하기 좋아하는 사람|주제넘게 나서는 사람,,미암기,2012-12-11 03:17:56
buttress,bΛtris,부벽|지지|버팀,,미암기,2012-12-11 03:17:56
cabal,kəbǽl,음모를 꾸미다|음모단|음모,,미암기,2012-12-11 03:17:33
cacophonous,"kækάfənəs, kə-",불협화음의|음조가 나쁜|귀에 거슬리는,,미암기,2012-12-11 03:17:33
cacophony,kækɔ́f-,불협화음|소음|불쾌한 음조,,미암기,2012-12-11 03:17:33
caisson,kéisn,케이슨|잠함|탄약차,,미암기,2012-12-11 03:17:33
cajole,kədʒóul,감언이설로 속이다|감언으로 꾀다|아첨하다,,미암기,2012-12-11 03:17:33
cajolery,kədʒóuləri,감언으로 속이기|부추기기|감언이설,,미암기,2012-12-11 03:17:33
calibrate,kǽləbrèit,눈금을 정하다|눈금을 매기다|구경을 측정하다,,미암기,2012-12-11 03:17:33
calicle,kǽlikl,작은 잔 모양으로 생긴 기관|calyculus|epicalyx,,미암기,2012-12-11 03:17:33
callous,kǽləs,냉담한|굳어진|무감각한,,미암기,2012-12-11 03:17:33
callow,kǽlou,미숙한|애숭이인|깃털이 아직 나지 않은,,미암기,2012-12-11 03:17:33
calmness,kάːmnis,고요|평온|평안,,미암기,2012-12-11 03:17:33
calumniate,kəlΛmnièit,…을 중상하다,,미암기,2012-12-11 03:17:33
cameo,kǽmiòu,카메오|까메오|참여,,미암기,2012-12-11 03:17:33
camouflage,kǽməflὰːʒ,위장|감추다|카무플라주|분식,,미암기,2012-12-11 03:17:33
candid,kǽndid,솔직한|진솔한|자연스러운,,미암기,2012-12-11 03:17:33
candidate,"kǽndidèit, -dət",후보자|지원자|수험생,,미암기,2012-12-11 03:17:33
candor,kǽndər,정직|솔직|공평무사,,미암기,2012-12-11 03:17:33
canopy,kǽnəpi,닫집|천개|닫집 모양의 것,,미암기,2012-12-11 03:17:33
cantankerous,kæntǽŋkərəs,심술궂은|툭 하면 싸우는|성미고약한,,미암기,2012-12-11 03:17:33
canvass,kǽnvəs,여론 조사|호별 방문|선거 운동,,미암기,2012-12-11 03:17:33
canyon,kǽnjən,협곡,,미암기,2012-12-11 03:17:33
capitulate,kəpíʧulèit,항복하다|성을 내주다|저항을 그만두다,,미암기,2012-12-11 03:17:33
caprice,kəpríːs,변덕|기상곡|예측 불허의 변화,,미암기,2012-12-11 03:17:33
capricious,kəpríʃəs,변덕스러운|예측할 수 없는|변화무쌍한,,미암기,2012-12-11 03:17:33
cargo,kάːrgou,화물|짐,,미암기,2012-12-11 03:17:33
caricature,"kǽrikəʧər, -ʧùər",풍자 만화|…을 만화화하다|만화,,미암기,2012-12-11 03:17:33
carnal,kάːrnl,육체의|육욕적인|속세의,,미암기,2012-12-11 03:17:33
carouse,kəráuz,떠들썩한 잔치|흥겹게 마시고 놀기|떠들썩하게 마시다,,미암기,2012-12-11 03:17:33
carp,kaːrp,트집잡다|잉어|「과실」 「씨」의 뜻|「수근골」의 뜻,,미암기,2012-12-11 03:17:33
cart,kaːrt,카트|수레|마차,,미암기,2012-12-11 03:17:33
carve,kaːrv,조각하다|자르다|차지하다|개척하다|분할하다,,미암기,2012-12-11 03:17:33
cast,kæst,배역|주조|투표하다|드리우다|던지다,,미암기,2012-12-11 03:17:33
castigate,kǽstəgèit,…을 혹평하다|징계하다|크게 책망하다,,미암기,2012-12-11 03:17:33
casual,kǽʒuəl,캐주얼의|편한|평상복의|우연한|아무렇지 않은,,미암기,2012-12-11 03:17:33
catalyst,kǽtəlist,촉매|기폭제|자극,,미암기,2012-12-11 03:17:33
categorical,kӕtəgɔ́ːrikəl,절대적인|정언적인|정언적 명제를 가지는,,미암기,2012-12-11 03:17:33
catholic,kǽθəlik,가톨릭 교회의|천주교의|가톨릭교도,,미암기,2012-12-11 03:17:33
caulk,kɔːk,자다|쉬다|막다,,미암기,2012-12-11 03:17:33
caustic,kɔ́ːstik,부식성의|부식제|가성의,,미암기,2012-12-11 03:17:33
cautionary,kɔ́ːʃənèri,주의를 촉구하는|경고적인|경계의,,미암기,2012-12-11 03:17:33
caveat,´kæviæt,경고|발명 특허권 보호 신청|예고 기재,,미암기,2012-12-11 03:17:33
cavern,kǽvərn,큰 동굴|…을 가두다|공동,,미암기,2012-12-11 03:17:33
cavil,kǽvəl,덮어놓고 이의를 제기하다|트집잡다|트집잡기,,미암기,2012-12-11 03:17:33
cavort,kəvɔ́ːrt,뛰다|뛰면서 나아가다|신이 나서 떠들며 다니다,,미암기,2012-12-11 03:17:33
celebrity,səlébrəti,연예인|유명인|배우|스타|명성,,미암기,2012-12-11 03:17:33
cement,simént,시멘트|굳히다|접착제,,미암기,2012-12-11 03:17:33
censor,sénsər,검열|통제|금지|감시|심의,,미암기,2012-12-11 03:17:33
censure,sénʃər,비난|비난하다|불신임의 표명,,미암기,2012-12-11 03:17:33
cessation,seséiʃən,중지|휴지|정지,,미암기,2012-12-11 03:17:33
